aoa,eps
4.051780559579386, 0.7823608781379292
4.180335803750872, 0.7874487804247509
4.308891047922359, 0.7926076766969701
4.437446292093846, 0.7977192436455909
4.566001536265333, 0.8028781399178101
4.694556780436819, 0.8080370361900293
4.823112024608305, 0.8131959324622484
4.951667268779792, 0.8183548287344676
5.080222512951279, 0.8235137250066868
5.208777757122764, 0.828672621278906
5.337333001294251, 0.8338315175511252
5.465888245465738, 0.8389667491615451
5.594443489637224, 0.8440783161101659
5.72299873380871, 0.849213547720586
5.851553977980197, 0.8543724439928052
5.980109222151683, 0.8595076756032252
6.1086644663231695, 0.8636253267562808
6.2372197104946565, 0.8674353373059474
6.3657749546661435, 0.871269012517413
6.49433019883763, 0.8750790230670794
6.622885443009116, 0.8790073569257417
6.751440687180603, 0.8828883614608056
6.879995931352089, 0.8866983720104721
7.008551175523576, 0.8905320472219378
7.137106419695062, 0.8943420577716041
7.265661663866549, 0.8982703916302666
7.394216908038035, 0.9021513961653305
7.522772152209521, 0.9059614067149969
7.651327396381008, 0.9097950819264625
7.779882640552494, 0.913605092476129
7.908437884723981, 0.9175334263347913
8.036993128895467, 0.920538838383286
8.165548373066954, 0.9218877241058387
8.294103617238441, 0.9231182865193955
8.422658861409927, 0.9244908369037474
8.551214105581414, 0.9257213993173043
8.679769349752899, 0.9270466203780579
8.808324593924386, 0.9282771827916148
8.936879838095873, 0.9296497331759667
9.06543508226736, 0.9308802955895235
9.193990326438847, 0.9322055166502771
9.322545570610332, 0.933436079063834
9.45110081478182, 0.9348086294481859
9.579656058953304, 0.9360391918617427
9.708211303124791, 0.9373170835988979
9.836766547296278, 0.9386423046596515
9.965321791467765, 0.9399201963968067
10.093877035639252, 0.9411980881339619
10.222432279810738, 0.9424759798711171
10.350987523982225, 0.9437538716082723
10.479542768153712, 0.9450790926690258
10.608098012325197, 0.946356984406181
10.736653256496684, 0.9475875468197379
10.865208500668171, 0.9489127678804915
10.993763744839656, 0.9501433302940483
11.122318989011143, 0.9515158806784002
11.25087423318263, 0.9527464430919571
11.379429477354117, 0.9540716641527106
11.507984721525602, 0.9553022265662675
11.63653996569709, 0.956627447627021
11.765095209868576, 0.9579053393641763
11.893650454040062, 0.9591832311013315
12.022205698211549, 0.9603191348676916
12.150760942383036, 0.9609817453980685
12.279316186554523, 0.9616443559284452
12.407871430726008, 0.9622833017970228
12.536426674897495, 0.9628985830038013
12.664981919068982, 0.9635375288723789
12.793537163240467, 0.9642238040645548
12.922092407411954, 0.9648390852713332
13.050647651583441, 0.9654780311399108
13.179202895754928, 0.9660933123466893
13.307758139926413, 0.9668032522006644
13.4363133840979, 0.9674185334074428
13.564868628269387, 0.9680574792760204
13.693423872440873, 0.9686727604827988
13.82197911661236, 0.9693590356749748
13.950534360783847, 0.9699979815435524
14.079089604955334, 0.97035295147054
14.207644849126819, 0.9708262447065233
14.336200093298306, 0.9710392266627159
14.464755337469793, 0.9713941965897035
14.593310581641278, 0.9717491665166911
14.721865825812765, 0.9719384838110844
14.850421069984252, 0.972435441708867
14.978976314155739, 0.9726720883268587
15.107531558327224, 0.9729560642684487
15.236086802498711, 0.973405692842633
15.364642046670198, 0.9735950101370263
15.493197290841684, 0.9739973093876122
15.62175253501317, 0.9743286146528006
15.750307779184658, 0.9745415966089932
15.878863023356145, 0.9750385545067757
16.00741826752763, 0.9752515364629682
16.135973511699117, 0.9755591770663575
16.264528755870604, 0.9759614763169434
16.393084000042087, 0.9761507936113367
16.521639244213574, 0.976600422185521
16.65019448838506, 0.9768607334653119
16.77874973255655, 0.9771210447451028
16.907304976728035, 0.9775706733192869
17.035860220899522, 0.9777599906136804
17.16441546507101, 0.9781622898642662
17.292970709242496, 0.9784699304676555
17.421525953413983, 0.978682912423848
17.55008119758547, 0.9791798703216306
17.678636441756957, 0.9793928522778231
17.80719168592844, 0.9797241575430115
17.935746930099928, 0.9801027921317982
18.064302174271415, 0.9802447801025933
18.192857418442898, 0.9802447801025933
18.321412662614385, 0.9805997500295808
18.449967906785872, 0.980765402662175
18.57852315095736, 0.980765402662175
18.707078395128846, 0.980765402662175
18.835633639300333, 0.9811203725891625
18.96418888347182, 0.9812860252217568
19.092744127643307, 0.9812860252217568
19.221299371814794, 0.9812860252217568
19.349854615986278, 0.981593665825146
19.478409860157765, 0.9818066477813385
19.60696510432925, 0.9818066477813385
19.73552034850074, 0.9818066477813385
19.864075592672226, 0.9820906237229285
19.963413735895646, 0.9823272703409203